"row"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	AgingCluster
MAFF	139.963797728079	3.74319961341375	0.209974916870066	17.8268893695054	4.37071985517234e-71	2.03862861816253e-68	0
ANXA2	9632.57334268402	-1.59458845745719	0.0895003636111731	-17.8165584263405	5.25730757250116e-71	2.3676012723057e-68	0
FGB	452.275959520706	2.45396370894614	0.141062568815483	17.3962783292005	8.80404544781366e-68	3.83269445161488e-65	0
PSAP	5225.97655507877	-1.48194962340361	0.0859502395945507	-17.2419487181693	1.28626895237723e-66	5.41892661872473e-64	0
KLF10	684.612724915711	2.38045588909181	0.140878702646863	16.8972019500978	4.71768115260058e-64	1.92540362040511e-61	0
EPM2AIP1	801.330049648155	2.08630117171021	0.124532163364081	16.7531111268879	5.3740808725978e-63	2.12683321806446e-60	0
MYH9	3018.2253314641	-1.43105219020286	0.0872764274031582	-16.3967778331755	2.01653806422276e-60	7.74587856433802e-58	0
NR4A1	366.350202014841	3.06848219812194	0.188807712805053	16.2518900977854	2.16582884422035e-59	8.08163563014793e-57	0
EREG	286.243800514595	2.50049155623175	0.155535892004817	16.0766207979462	3.72131623896919e-58	1.3500108355816e-55	0
CHD2	1208.88163196186	1.72927594689315	0.10775254985564	16.0485849217483	5.84822804467456e-58	2.0642664395527e-55	0
JUN	897.105409135165	1.53436781938122	0.0964803001709789	15.9034312358282	5.99871951410321e-57	2.06166518037337e-54	0
FGG	398.925672458397	2.2173296897643	0.140119247462235	15.8245903394672	2.10565133613491e-56	7.0512324230569e-54	0
VIM	2011.53921191151	-1.42327961804708	0.0905100164386212	-15.7251061711194	1.01780081693886e-55	3.32311966730538e-53	0
ZBTB10	198.360771094388	3.10617352800921	0.19765175176808	15.7153857743387	1.18656751327584e-55	3.77965163984939e-53	0
CCL20	192.663246520388	8.99818393759948	0.575941591688229	15.623431381685	5.04176998116952e-55	1.5677503798589e-52	0
ZBTB43	307.562633891753	2.20015452348046	0.142563246070146	15.4328312810576	9.84545961724791e-54	2.99027215351762e-51	0
NEAT1	3391.25976981839	1.75939182516021	0.115865648447017	15.1847579394056	4.46207357286223e-52	1.32442456503592e-49	0
NFKBIE	124.11249330327	3.18014640966612	0.211659104597717	15.0248505289218	5.04750676922248e-51	1.46489863124546e-48	0
FRS2	280.171265835597	2.19565616756568	0.146626779968577	14.9744553350774	1.07847744532524e-50	3.06193813824948e-48	0
MAP3K8	337.130811067825	1.97914606492899	0.132313805865932	14.9579709537973	1.38175005974577e-50	3.83950122984676e-48	0
ID1	389.339814318231	2.29437994344084	0.153749619386251	14.9228333221227	2.3411738316818e-50	6.36994380036757e-48	0
ARID4B	516.181368582958	1.98262314426776	0.134208226138775	14.7727393566597	2.19602675968428e-49	5.85308356764829e-47	1
CXCL5	2046.18818692839	1.54350547516172	0.105214918635404	14.6700248898196	1.00308257757498e-48	2.62005169262586e-46	0
PNRC1	583.745043942667	1.77628903432685	0.123805994623074	14.3473588636378	1.10672313574739e-46	2.83407924565901e-44	1
BHLHE41	63.8231952895831	5.10902454341068	0.366408155775176	13.9435339057942	3.44453541558559e-44	8.65108317837457e-42	0
CXCL1	253.768267991768	5.81398441027991	0.417147534863528	13.9374775693736	3.74959379176033e-44	9.23956507931884e-42	0
PPM1D	561.653387227515	1.78078614432891	0.127934864489354	13.9194749721808	4.824348834992e-44	1.16677769972214e-41	0
NFIL3	288.322287145937	2.46531893429901	0.177133389996579	13.9178668366626	4.93411464302104e-44	1.17162794977918e-41	0
ZC3H12A	292.304359043248	2.33555458920707	0.168332454612176	13.8746541455003	9.02272439988398e-44	2.1042282261158e-41	0
RSRC2	431.621789203889	1.97480146681119	0.142636002319035	13.8450421682047	1.36300740839064e-43	3.12296083396171e-41	0
COL4A2	593.489825271194	-1.71445909543186	0.124169870720087	-13.8073679668776	2.30085748617982e-43	5.18089633957043e-41	0
FOS	129.091545066533	3.01902898780622	0.218701104886994	13.804360930715	2.39890453176423e-43	5.31011748895608e-41	0
SERPINE1	3417.6770886603	-1.18437320895518	0.086108443549082	-13.7544375457221	4.78991322134225e-43	1.04260444451216e-40	0
EPHX1	623.779031120367	-1.67582747154802	0.121852081697687	-13.7529654659961	4.88839861606493e-43	1.04659812993128e-40	0
ZNF292	304.447411460253	2.14634278802449	0.156475694344957	13.7167807243775	8.05638465471012e-43	1.69703844500829e-40	0
ATF3	237.812208653316	2.53877664214099	0.18704809403174	13.5728549135079	5.80174658818384e-42	1.20271127685208e-39	0
TET3	339.002550313591	2.03723885345777	0.150312218955429	13.5533815388745	7.56626271400718e-42	1.54399048507709e-39	0
SERTAD2	274.985048539619	2.14491139083143	0.158567269359519	13.5268230290848	1.08617215284844e-41	2.18237051018472e-39	0
FBXW7	482.624689855866	1.8621886639279	0.138619827270539	13.4337828909103	3.83318857685118e-41	7.58506709298128e-39	0
FOXN2	217.997721569556	2.12581485996944	0.1582680966443	13.4317332743763	3.94078492783245e-41	7.68158972499877e-39	0
ZNF436	197.344739819458	2.27942685949474	0.170395164019784	13.3772978394509	8.20773947242477e-41	1.57636878690982e-38	0
ZNF654	281.06608450728	2.19240526992669	0.163954967350605	13.3719966241608	8.81426544331925e-41	1.66832328535869e-38	0
FOSB	76.9999609301802	4.07497486347023	0.306426926470585	13.2983576554634	2.36608531433955e-40	4.41443917218208e-38	0
CDKN1B	330.503057466253	1.85760825688003	0.140345286975603	13.2359860235488	5.43783622945212e-40	1.00025550924852e-37	1
TGM2	673.652652801082	1.5030624678629	0.113698353201584	13.2197382419251	6.7498433053832e-40	1.22434657733756e-37	0
TMBIM6	2413.51918322236	-1.11172745414222	0.0843966200236053	-13.1726537606753	1.26086554916331e-39	2.25574028384559e-37	0
CSRNP1	328.696828333757	2.45905027539963	0.187024064037185	13.1483094865841	1.74021702686275e-39	3.07124788794966e-37	0
IRF1	283.581531434845	2.29029032292409	0.174286236872243	13.1409706470565	1.91751153259143e-39	3.33902674875255e-37	0
ACTN4	8476.2670780458	-1.03085733284123	0.0787390463701788	-13.0920728706165	3.65495157814928e-39	6.28074573824073e-37	0
CAV1	1141.06383861194	-1.38341253305289	0.106225073646552	-13.0234085565899	9.00592083793738e-39	1.52749774212289e-36	0
LOC284454	215.179082637662	2.35196116327018	0.183159264017843	12.8410712713994	9.65293997291619e-38	1.61624866726007e-35	0
CSRP1	996.160052736652	-1.38211142985261	0.107971808902529	-12.80066939603	1.62544020881158e-37	2.68712014266827e-35	0
YOD1	619.627811929703	1.54002627037846	0.120995715853476	12.7279404854583	4.13605580812756e-37	6.75211110676823e-35	0
SLC12A7	401.47045150935	1.81116455615801	0.142682508470708	12.6936691509726	6.41104781613331e-37	1.03368252442841e-34	0
PRR14	226.089938336787	2.07762270574141	0.16399445780687	12.6688592622328	8.79845634757728e-37	1.40131512072389e-34	0
ZBTB21	223.760400810287	2.05923701087345	0.162730985045334	12.6542404342957	1.0599575147715e-36	1.66783676420672e-34	0
G6PD	3348.99987202245	-1.2877523926305	0.101798166624701	-12.6500548617743	1.11796729122475e-36	1.7381729551661e-34	0
CCNT2	422.204841184698	1.6137540505974	0.127749858482916	12.6321396341367	1.40407716756506e-36	2.15732327157643e-34	0
ANXA1	5638.55598572155	-1.16115955953598	0.0923136702323833	-12.578413972849	2.77546201982168e-36	4.21482953242688e-34	0
ZBTB6	125.331300033203	2.54966167897446	0.203375244322588	12.5367356654788	4.69958333054797e-36	7.05477681574212e-34	0
B3GALNT2	267.173390871938	1.9329805909784	0.154812534959443	12.4859436704192	8.90808373658112e-36	1.32204060908806e-33	0
GDF15	1136.67862588638	1.52929172341431	0.123167303315965	12.4163774170744	2.12989339994249e-35	3.12543907901674e-33	0
TIMP2	235.458954600085	-2.32681456543631	0.187760445628831	-12.3924640125535	2.87084782380866e-35	4.1659191754379e-33	0
FADS2	2073.4581312955	-1.08654067766997	0.0877180732553853	-12.386736704836	3.08336915486039e-35	4.42514298488755e-33	0
C5orf51	213.817582597026	2.23913342143242	0.183293765961463	12.2160915276475	2.55055101552406e-34	3.62067350682002e-32	0
CYLD	197.679927863258	2.03714309745951	0.166834745439419	12.2105445846665	2.73055333634296e-34	3.83451898630528e-32	0
PPP1R10	807.926684433279	1.35356263581785	0.111057809326729	12.1879104587387	3.60547803899908e-34	5.00931310524766e-32	0
ZNF281	872.295585015758	1.31883510588597	0.108401005348224	12.1662626804003	4.70119051262228e-34	6.46289979945758e-32	0
NFAT5	570.436911717316	1.46417168086793	0.121190306329568	12.0815907246428	1.32138340537608e-33	1.79763200773037e-31	0
MIER1	283.235391532685	1.70079248188486	0.140893191057459	12.071502314056	1.4938201118035e-33	2.01126707836636e-31	0
RLF	178.658573545981	2.14705555312752	0.177964817985149	12.0644944176926	1.62658209832943e-33	2.16766961267167e-31	0
ZC3H4	295.928137902245	1.74172822420715	0.14477437665451	12.0306387390886	2.45255956543273e-33	3.2353967600557e-31	0
CCNT1	369.446132404919	1.66296057870318	0.138558454687877	12.0018701309079	3.47357800682328e-33	4.53649287691121e-31	0
CCL2	112.469214133388	3.10649571844158	0.259611547949654	11.9659381216895	5.35884747025772e-33	6.92936118431345e-31	0
ACHE	89.4867308620131	3.11292027745216	0.26017037466264	11.9649298329552	5.42434236371624e-33	6.9452854186406e-31	0
SOCS3	174.470352751047	2.31966628058157	0.194122847178825	11.9494758823762	6.53359711753242e-33	8.28434741310422e-31	0
CLU	5556.76706592585	-1.0454760751729	0.0875542151348647	-11.9408994023017	7.24356561675913e-33	9.09624682258406e-31	0
PTP4A1	1664.10405400098	1.15230377145301	0.0966553934373848	11.9217741553087	9.11466369513305e-33	1.13369055103274e-30	0
CREBRF	169.230214679139	2.47211665739294	0.208237442023373	11.8716242063493	1.66209052762419e-32	2.04782097082753e-30	0
HIST1H2AK	53.0481488816974	4.430545803936	0.376418496792755	11.7702659186148	5.55491364561216e-32	6.78010955249484e-30	0
EGR2	47.5846621035513	5.20482714472417	0.442469270036805	11.7631381367823	6.04451150595319e-32	7.30938150627303e-30	0
FDPS	842.340392041052	-1.35858422091893	0.115544500396245	-11.7581037285188	6.41590801951717e-32	7.68731731512791e-30	0
NFKBIB	500.017625417353	1.38762336691102	0.118030498702389	11.7564814362928	6.54034785393872e-32	7.76517663385815e-30	0
ALDH1B1	875.147909053282	-1.43652437802243	0.122278490484442	-11.747972781895	7.23333260820827e-32	8.51056971740541e-30	0
LAMB1	1526.06615210512	-1.04056239454162	0.0888154987586939	-11.7160001248066	1.05538389417659e-31	1.23065300517378e-29	0
PPP1R15B	505.603190927681	1.59777283696978	0.137794336239742	11.5953447766525	4.35109899635731e-31	5.02879229136518e-29	0
EZR	1205.03015786893	-1.07263385940536	0.0926211390780691	-11.5808752740695	5.15173398731407e-31	5.90189876090541e-29	0
PNN	2157.83081144688	1.430195000743	0.123607143937524	11.5704882030595	5.8150837131121e-31	6.60391246028208e-29	0
CAPN2	2549.6654853037	-0.920152638208036	0.0796896447105639	-11.5467027309517	7.67071581290602e-31	8.63616797556488e-29	0
PFKP	2059.84932656896	-1.01423278250092	0.0879384045716926	-11.5334453409836	8.94892464532068e-31	9.98914152716993e-29	0
BTG2	1571.36566568462	1.42516629142238	0.12388566291239	11.5038839678344	1.26110070040048e-30	1.39576060569748e-28	0
SLC30A1	391.7766494329	1.52193856219863	0.132793862089713	11.4609104536055	2.07323813114462e-30	2.2753352935083e-28	0
PDE4D	800.490961450723	1.28385229476936	0.112132230273102	11.4494493834866	2.36643862549123e-30	2.57547403740962e-28	0
AKR1B1	4155.40601849696	-1.04922422283372	0.0920269087828701	-11.4012763952474	4.1203333823069e-30	4.44723586553125e-28	0
ARC	69.5752827701706	3.23676040763331	0.284213483015864	11.3884829575543	4.77225926819047e-30	5.10866442971865e-28	0
SCD	5101.36894198625	-0.892416275029528	0.0784142775323416	-11.3807880798424	5.21265364751038e-30	5.53473631190939e-28	0
CPEB2	355.447358919264	1.52005946070789	0.133816479355831	11.3592845068499	6.66885733479823e-30	7.02381264455362e-28	0
HSPG2	2021.39917305818	-1.39342118023923	0.122758654921515	-11.3508997074797	7.3403467630838e-30	7.66919429806995e-28	0
SKIL	199.456106581158	2.05291396752069	0.180934902231045	11.3461468307492	7.75034037629499e-30	8.03328931066766e-28	0
ZNF77	61.1620399413851	3.57289271825606	0.319413460147091	11.1857925981289	4.78609763884765e-29	4.9217665482953e-27	0
IGFBP1	164.884335554386	2.14619812327547	0.191896037677615	11.1841711233302	4.87438671895271e-29	4.97339769918144e-27	0
MCL1	2052.23402266851	1.03369631304979	0.092896757709195	11.1273669667319	9.23223848460455e-29	9.34674686890973e-27	0
DHCR24	803.772362300196	-1.43560374732619	0.12956412015688	-11.0802569846337	1.5642294475186e-28	1.57144896804561e-26	0
KRT19	203.138478436402	-2.17148267128627	0.196086619553967	-11.0740991722213	1.67556715861169e-28	1.67045092301288e-26	0
AEN	1285.83391356811	1.32855463502167	0.119990689106696	11.0721477217313	1.71246496305682e-28	1.69430245587288e-26	0
PLEKHG2	476.740047107619	1.58184671016104	0.143176432461255	11.0482338676032	2.23569868661608e-28	2.19535525166963e-26	0
TUBA1A	647.208993811724	-1.38122838459495	0.125041219386426	-11.0461845411665	2.28730830205854e-28	2.22927212126004e-26	0
INO80D	134.337943742155	2.17230590914832	0.196712247620608	11.0430638428675	2.36817769033325e-28	2.29099263968535e-26	0
HMGA1	1267.46495893271	-1.13814550329355	0.103583341863437	-10.9877272041876	4.37812133361754e-28	4.20428416301802e-26	0
ZNF830	168.827742998446	2.22528524786358	0.203969255819488	10.9099052154848	1.03364064374245e-27	9.85353781553022e-26	0
EMP3	886.365929739469	-1.16527296797649	0.106847715342778	-10.9059231097098	1.07991552021788e-27	1.02200700681489e-25	0
RAP2B	311.862549470796	1.56191073244708	0.144265000551281	10.826678171965	2.57321551354422e-27	2.41771184222212e-25	0
AP2M1	986.82117555017	-1.14922668947297	0.106573907325274	-10.7833776420096	4.12456800551602e-27	3.84763272514566e-25	0
ACTB	5599.63188778411	-0.899422526799513	0.0834813921577543	-10.7739282198347	4.57074188208871e-27	4.2336091475233e-25	0
AKR1B10	9247.9954638808	-0.922224708227895	0.0858175496035672	-10.7463416572496	6.16588669657439e-27	5.67087889135644e-25	0
COL4A1	343.978167558971	-1.59592753917997	0.149057784785044	-10.7067708102697	9.46043555181798e-27	8.64009009138062e-25	0
ECH1	989.762212945004	-1.18756760279276	0.110973108935114	-10.7013997732291	1.0025219189317e-26	9.09231684808885e-25	0
VCL	2207.39302829039	-0.920957077829512	0.0867255096964561	-10.619217817836	2.42585221182944e-26	2.1849399921719e-24	0
ZNF267	216.307409101685	2.17155987438953	0.204974707599804	10.5942820937173	3.16762077891038e-26	2.83350187483353e-24	0
AHNAK	1206.2643425811	-1.11165089730353	0.105170579026812	-10.5699798136523	4.1058300079756e-26	3.64776461933071e-24	0
S100A11	1765.06907284516	-0.94085862829379	0.0891437612924256	-10.5543967929221	4.84743034495932e-26	4.27752975034924e-24	0
CEP85L	99.1095163777514	2.47206555993853	0.235251321117965	10.5081899144742	7.91990128943437e-26	6.94187321073912e-24	0
MXD1	227.238095947743	1.59298540612472	0.151607548110342	10.5072961470581	7.99529947480607e-26	6.96124074273115e-24	0
TUBA1B	1666.99407480013	-0.962837606832329	0.0921771371783779	-10.4455143249793	1.53620408640146e-25	1.32866393168232e-23	0
MYOF	3084.97851169825	-0.854983336661343	0.0822042253953268	-10.4007224999647	2.46060351718217e-25	2.11417644305258e-23	0
LAMC2	229.03823745716	-1.86105354747117	0.179359904492917	-10.3760846256732	3.18573955069215e-25	2.71933062300912e-23	0
RLIM	444.651790622009	1.35250957042869	0.130503006629335	10.3638192357529	3.62204109752558e-25	3.07167900868079e-23	0
MDM2	2655.54971077232	1.20564277558124	0.116371206126919	10.3603186364359	3.75708340979539e-25	3.16564576335018e-23	0
AHCY	1111.41434371084	-1.0294699429292	0.0995323795870729	-10.3430657159021	4.49909749044665e-25	3.76655212982264e-23	2
TPM1	2296.87218009488	-0.927415646362309	0.0898649013689931	-10.3201097673747	5.71577747497424e-25	4.75465310975564e-23	0
SNHG10	140.979065034381	2.0025993742391	0.194122853696556	10.3161443184297	5.95674238224335e-25	4.92373769063913e-23	0
MIR5047	180.509702081297	1.94182562442767	0.188369894543298	10.3085773293849	6.44482742065431e-25	5.2936758562104e-23	0
SOCS5	333.391053901125	1.40842744004987	0.137364692971678	10.253198326154	1.14491143084082e-24	9.34533955423819e-23	0
TM4SF4	635.479876569718	-1.21555054276708	0.118790645110452	-10.2327126991933	1.41499244847033e-24	1.14781375012562e-22	2
PRSS23	2149.22137764187	-0.916874308279391	0.0896136738279656	-10.2314107782206	1.43414728674977e-24	1.15087280070579e-22	0
ICAM1	61.1805253271989	3.50731145773067	0.342803485699601	10.2312596109484	1.43638795187629e-24	1.15087280070579e-22	0
C1R	98.3780865571185	2.29768046933109	0.224802506485458	10.2208845677605	1.59875238623197e-24	1.2731528148896e-22	0
SOCS4	411.859625905365	1.50954930646641	0.147849209130242	10.2100600696256	1.78754138455876e-24	1.41486608983863e-22	0
C1S	269.531928240392	1.58653049955006	0.155948090510547	10.1734525530645	2.60507604302342e-24	2.04953573023409e-22	1
AGR2	1012.72478548313	-1.17276622182492	0.115286634449682	-10.1726121802678	2.62765572441723e-24	2.05492118328677e-22	2
WRAP53	128.62934977475	2.07396218469421	0.205308972385747	10.1016636564598	5.43128596378276e-24	4.22217825517874e-22	0
LINC00472	100.367692908081	2.34122169842485	0.231944651716674	10.0938809370984	5.87978602121749e-24	4.54378730397044e-22	0
MED13	549.320546806897	1.2898689527046	0.12825196640932	10.0573035160174	8.53027517037371e-24	6.55325845441651e-22	0
AEBP2	195.351194622381	1.79346530368382	0.178615322923662	10.0409375541108	1.00712313304696e-23	7.64710937069379e-22	0
ZNF596	52.827964729779	3.23352972267903	0.322034527277297	10.0409411065873	1.00708685983725e-23	7.64710937069379e-22	0
SNIP1	113.050757961119	2.24869069609658	0.224125327175146	10.0331842208056	1.08945373143833e-23	8.22443105929743e-22	0
EEF1A1	16296.3837350396	-0.967583443670828	0.0964910120431037	-10.0277054119673	1.15161713578159e-23	8.64374700764803e-22	0
TIPARP	268.600330401611	1.55380336308566	0.155177106690669	10.0130966237373	1.33506941927802e-23	9.96343235186911e-22	0
PKM	13638.2285483161	-0.778661366219836	0.0781895497014905	-9.95863730118134	2.31210004657409e-23	1.71568333001464e-21	0
AXL	424.984020460529	-1.35054718003312	0.135984840509539	-9.93160101502914	3.03345270124922e-23	2.23824250159971e-21	0
APLP2	722.809503221442	-1.09914235040511	0.111036228867354	-9.89895245558248	4.20657981177742e-23	3.08640069336029e-21	0
ITGA3	2171.21441986966	-0.911493197019712	0.0921703776395427	-9.88922059736322	4.6362332279652e-23	3.38263720431428e-21	0
H1F0	566.332933320375	1.31562569072032	0.133085180987693	9.88559117518862	4.80735831104248e-23	3.48800553012304e-21	2
ZNF57	55.3701786236842	3.09376896283047	0.313503072705511	9.86838481719315	5.70762369679328e-23	4.11831853481327e-21	0
JUP	806.790470613758	-1.26469584639414	0.128272272506055	-9.85946394872237	6.23815356829003e-23	4.47638931878395e-21	0
CAP1	1198.47590448045	-0.896873112945483	0.091037147719938	-9.85172685445481	6.73762549575143e-23	4.80838191117561e-21	0
PLEKHF2	84.5264895043267	2.35082415681073	0.239063919753282	9.8334544135176	8.07986932327573e-23	5.73495072619462e-21	0
ZNF79	144.4266893657	1.92220111416932	0.196218884090732	9.79620857124281	1.1689105305646e-22	8.25187650225602e-21	0
PHB	1310.25546011383	-1.08992182093989	0.111360165935433	-9.7873580897125	1.27585950117408e-22	8.95845434695346e-21	2
CPEB4	379.978560525771	1.43001293832525	0.146315170735838	9.77351105243239	1.46292482825587e-22	1.02170044155196e-20	0
NFKB2	1191.96573932534	1.32678232573823	0.13584791013329	9.76667454388099	1.56504856071358e-22	1.08720926611273e-20	0
DIDO1	690.173587535183	1.07259502152809	0.10999036949	9.75171759583555	1.8137320502942e-22	1.25329844321917e-20	0
CD63	1314.32817094548	-0.873326718654901	0.0898465730080291	-9.7202006644912	2.47293671665502e-22	1.69981860629024e-20	0
CD81	476.872903378695	-1.26419273551292	0.130105518796594	-9.71667264544985	2.56010671219702e-22	1.75052322833995e-20	0
ZRANB2	407.449697826659	1.24229668178213	0.127925853453853	9.7110681558225	2.70487461515294e-22	1.83987825384882e-20	0
SERPINH1	644.72956086608	-1.18141523858388	0.121775607483334	-9.70157540577718	2.96878715209495e-22	2.00893058064041e-20	0
UBR5	559.899422713272	1.1683959725617	0.12062881032205	9.68587826939823	3.46219853450626e-22	2.33073777632226e-20	0
RBM39	967.432965611863	0.983386253364384	0.101724700303602	9.66713345361966	4.15863104077864e-22	2.78521648167021e-20	0
HBP1	287.487842933294	1.49135536124174	0.154347797464915	9.66230413220335	4.35946566018958e-22	2.90482762867734e-20	0
CELF1	358.919752950218	1.21999159820735	0.126566877984223	9.63910635734748	5.46617484876665e-22	3.62376870684733e-20	0
CAPZB	545.870679116335	-1.13312610935897	0.117595706766065	-9.63577787421369	5.64627165588439e-22	3.72425797100253e-20	0
WTAP	304.097689848326	1.33088789194547	0.13838267615018	9.61744583188378	6.74860736554327e-22	4.42898553738669e-20	0
MDM4	155.695993673757	2.04374089873586	0.212988482017055	9.59554657313445	8.34734915550155e-22	5.45081899854251e-20	0
IER3	815.328861564762	2.68513299438643	0.280922843490675	9.55825792243045	1.19755464730582e-21	7.78112621582788e-20	0
HNRNPH3	758.699810375981	1.02446259678312	0.10732105963639	9.54577414958502	1.35094806240827e-21	8.73434737378811e-20	0
HIST2H2BF	39.0180735125877	3.98200553072572	0.418728610027693	9.50975270226308	1.91116324033379e-21	1.22954639993888e-19	1
MARCKS	391.156448782997	1.3428037626868	0.141411335875818	9.49572928061435	2.18675288372577e-21	1.39995062065973e-19	0
TPCN1	542.938929342315	-1.1091502235137	0.117034100645986	-9.4771542430077	2.61312164258501e-21	1.66474969034928e-19	0
TPI1	2870.69031351632	-0.876362004240514	0.0925541022010899	-9.46864572611234	2.83495220168377e-21	1.79730464825194e-19	0
SERTAD3	370.527269747483	1.28315385343636	0.135690058424283	9.45650601331547	3.18404937048898e-21	2.00887366080126e-19	0
CP	2131.75194184931	0.950144112585007	0.100813444016475	9.42477585062695	4.31025194471927e-21	2.70634088452085e-19	0
DHCR7	431.37470366621	-1.32745632303473	0.141097019396247	-9.40811031101082	5.05136477365806e-21	3.1564987533002e-19	0
SRSF1	1749.67046257809	0.867643602656203	0.0924292280168471	9.38711294330033	6.1667375968892e-21	3.83512347692252e-19	0
GADD45A	587.773624783819	1.08333288971486	0.115499000837294	9.37958667920407	6.62318477474023e-21	4.09946887005248e-19	0
USPL1	169.989712426354	1.65607096435089	0.176609699847784	9.37701024223596	6.78699130943498e-21	4.18104275949155e-19	0
ACLY	3027.23701135346	-0.748072419673555	0.0798428257629218	-9.36931292856311	7.30062089393428e-21	4.47634313966111e-19	0
GPC1	866.57948342928	-1.12876880590427	0.120482304324462	-9.36875180328936	7.33953286363957e-21	4.47917285977256e-19	0
RBPJ	139.926124835606	1.82752171144157	0.195197271291245	9.3624347274548	7.79200563545247e-21	4.73319039995392e-19	0
RNF6	501.228165591005	1.2649024510498	0.135275716383925	9.35055074822071	8.71925065926283e-21	5.27191729675799e-19	0
OGDH	412.050459376544	-1.26899272458607	0.136404492987655	-9.30315927863838	1.36333260097127e-20	8.20512616068423e-19	0
VEZF1	490.476864504361	1.21648045765775	0.130801697683877	9.30018859998091	1.40196778435367e-20	8.39894461635734e-19	0
PPP1R18	342.278192012316	1.46001138170857	0.157122775488464	9.29216898803934	1.51175667515846e-20	9.01531606281715e-19	0
MIR3191	30.6886904120969	4.53295191014388	0.489153996354969	9.26692195897835	1.91595118709202e-20	1.13737829561008e-18	0
CTTN	1447.54378490216	-0.853801710408022	0.0921699861365389	-9.26333773277579	1.9813944137631e-20	1.17090547709258e-18	0
FOXC1	123.905264198348	2.00906746600871	0.217084827271809	9.25475765053438	2.14716947468168e-20	1.26315465492535e-18	0
CEP350	291.026327685266	1.35208087089707	0.14624735070044	9.245164882792	2.3487829649335e-20	1.37556527004626e-18	0
HES1	104.486239208197	2.03145012291282	0.219907945452718	9.23772953601442	2.51782998202224e-20	1.46798480201832e-18	0
GSN	406.45664780001	-1.24927078651313	0.135392913868029	-9.22700273465439	2.78310511173664e-20	1.61543790041246e-18	0
