"row"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	AgingCluster
HES4	2619.74983436839	7.54933534294063	0.648562157733082	11.6401107479471	2.57680801075013e-31	1.11128789557494e-28	0
AKAP2	272.81965299416	6.45783890707664	0.556696245441215	11.6002918287304	4.10675431988674e-31	1.73567864575693e-28	0
HSH2D	1280.19711759284	5.01222442646827	0.433688649788606	11.557195303385	6.78900987625443e-31	2.81304620990213e-28	0
APOBEC3A	11126.8419425062	7.90002742988629	0.685903041103557	11.5177028770362	1.0743708749312e-30	4.36607794789347e-28	0
TPST1	207.875126156599	7.28190523533131	0.635695643102274	11.4550183163042	2.21916342017496e-30	8.84818139530891e-28	0
TEX14	367.301445969779	-4.26906522896192	0.373705500401016	-11.4236082272829	3.18720861565988e-30	1.2472609715949e-27	0
VKORC1	1347.29984572236	-2.52168569638113	0.22149885490976	-11.3846443919924	4.9871270793301e-30	1.91614489891643e-27	0
PTPRCAP	1638.70716873419	9.6305792417895	0.850461432863521	11.323945883546	9.98730487404424e-30	3.76878083211255e-27	0
SLC35A1	332.453483906314	-2.45844042093924	0.217160639536992	-11.3208380035207	1.03477983271159e-29	3.83631007453708e-27	0
KLF8	132.005732118274	-3.97142003837855	0.351066815623525	-11.3124335928047	1.13886235220857e-29	4.14938607359854e-27	0
RGL1	1790.18213102863	6.11883390264597	0.541551870633939	11.2987032903852	1.33169807195007e-29	4.76973621295742e-27	0
ECSCR	170.327786028652	-7.17643185329245	0.636130937431161	-11.2813753128758	1.62190281147057e-29	5.71234170199936e-27	0
SAMD13	72.6923386510809	-5.07102692531098	0.449565703339811	-11.2798349332221	1.65055390953921e-29	5.71795167481683e-27	0
PIAS2	478.240620184476	-2.24004242322052	0.199816253951544	-11.210511552097	3.62094575383487e-29	1.23415847854901e-26	0
AL133453.1	90.7726804889354	-7.27580208119179	0.651408310904505	-11.1693418081957	5.7606153454021e-29	1.93227497585773e-26	0
FAM20A	421.900297490505	5.08406482035338	0.455942177208891	11.1506789116904	7.10620882033455e-29	2.34638132486421e-26	0
TAP1	4936.30779037793	3.39827232843327	0.304839791917278	11.1477320826785	7.34547078312956e-29	2.38806905521683e-26	0
IGLV2-14	9620.85986738615	29.1413957541207	2.62082198562082	11.1191816590388	1.01195924944578e-28	3.24010952413457e-26	0
FRMD4A	645.831332250584	-4.02976987176241	0.363092963394465	-11.098452126665	1.27635178498719e-28	3.96700865710756e-26	0
SMAD3	326.716275764897	5.55538626379281	0.500555617314737	11.0984395572165	1.27653127334523e-28	3.96700865710756e-26	0
AL157938.3	44.1845155835959	-6.02086920682119	0.543790556565055	-11.0720370814326	1.71458091615021e-28	5.2510904232009e-26	0
PNPLA3	111.421225506873	-6.16881003604527	0.557245847446387	-11.070176770835	1.75054957450549e-28	5.28465908692142e-26	0
GPA33	170.89369301822	-5.22757759806536	0.474204500934217	-11.0238886129648	2.93116707985317e-28	8.72414404668411e-26	0
CHDH	183.363220980551	-3.90618326276087	0.355127236445431	-10.9993908151314	3.84722088725458e-28	1.12915933040922e-25	0
OAF	131.713535191542	4.92230381893392	0.447564522522734	10.9979758699125	3.90805644445276e-28	1.13130203813939e-25	0
TMEM35B	1034.61899769308	5.32333460837037	0.485577066673179	10.9629036742653	5.76203932978302e-28	1.64545155563479e-25	0
TRHDE	239.718189724841	-7.5047353517787	0.688986432410256	-10.8924283538141	1.25255148379256e-27	3.52918906073392e-25	0
RABGGTB	1819.36791665849	-1.62505082516106	0.149404507255901	-10.8768527470036	1.48605553075251e-27	4.13201650998184e-25	0
TMEM74B	140.880966576851	-6.19185031088633	0.570323761100786	-10.856728639423	1.85267688305874e-27	5.08451531075291e-25	0
LRRC75A	275.456126777613	-5.68585554105085	0.525536378820138	-10.8191473895983	2.79364083953173e-27	7.56861772063903e-25	0
PXN	394.446311921496	4.17029354532579	0.387541120238261	10.7609059466048	5.26500015320349e-27	1.40835421819615e-24	0
RPS10	10782.8453645148	-4.09862506030753	0.382131702503427	-10.725687069292	7.7111840340824e-27	2.03690926260287e-24	0
DPEP2	1050.57436963071	-4.19995666354777	0.394154213488306	-10.6556178262759	1.6415105339822e-26	4.28251859310023e-24	0
LAG3	1502.63717902458	5.00344656934278	0.470584460472328	10.6324092476849	2.10600511101041e-26	5.42732926900879e-24	0
IGLV1-44	1814.52004298514	26.8095351589637	2.54575978256879	10.5310545568882	6.21344463762586e-26	1.5819579768953e-23	0
S100A1	73.6242249155737	-6.39254556924096	0.607530419612954	-10.5221818741414	6.82739427988063e-26	1.71757733240997e-23	0
AC025569.1	50.2998201264016	-5.14073295948179	0.489451345885173	-10.5030520453157	8.36315561464469e-26	2.07917887586672e-23	0
MMD	700.957502734006	-3.17817601447903	0.30517214178322	-10.4143713640043	2.13201424336933e-25	5.23880523149776e-23	0
AC025048.4	172.387769341758	-3.71956850055753	0.358851841088767	-10.3651927471579	3.57037909015547e-25	8.57377851513244e-23	0
SLCO4A1	236.887012952753	6.95541502898061	0.671012279255286	10.3655555106979	3.55685676441883e-25	8.57377851513244e-23	0
IGKV3-20	3090.66473440651	27.5905811164378	2.66471565132705	10.3540432551208	4.01177312971209e-25	9.52548199742425e-23	0
TNNI1	28.3855260957037	-6.8000732539421	0.658388327469983	-10.3283624120024	5.24483126503022e-25	1.2314863810291e-22	0
KRT7	3940.25827556344	9.23578430997014	0.894546533632219	10.3245431766072	5.45779816652803e-25	1.26740869071506e-22	0
SUMF2	1244.06445440869	-2.11292307706327	0.205660405841877	-10.2738447316291	9.24453359172734e-25	2.12342917239546e-22	0
ARHGAP6	311.102388452039	-3.10540939354616	0.302295909516157	-10.2727469866084	9.35035950444995e-25	2.12464297901114e-22	0
ACSM3	196.96294201434	-5.53269496807999	0.538804935765448	-10.2684563574385	9.77562775463171e-25	2.19764431607316e-22	0
ARID5B	1234.82784162103	3.57660985400889	0.348794710142812	10.2541975265177	1.13313270896402e-24	2.52056425324503e-22	0
C1orf56	668.840066384917	-5.0854670559132	0.496723014952083	-10.2380338797142	1.33930326311338e-24	2.91774809856824e-22	0
SCO2	217.833923518861	7.99714279957754	0.78107514793054	10.2386342988456	1.3310187932472e-24	2.91774809856824e-22	0
SPSB1	353.091176031562	3.49196395990116	0.341240933562401	10.2331332980678	1.4088586181436e-24	3.03795921618474e-22	0
SLC38A5	357.129725779435	5.8927940775733	0.575976214398826	10.2309677557152	1.44072376979477e-24	3.07529037407101e-22	0
IFITM2	14117.3632500964	4.20038080869912	0.410971011473732	10.2206255220694	1.60303080504381e-24	3.38752469721858e-22	0
SLC9A9	158.19273098136	3.21801758550291	0.315045635222191	10.2144490376239	1.70846957933663e-24	3.57459199510313e-22	0
IL1R2	1782.37539426919	7.16881484785849	0.704206944082919	10.1799831826344	2.43603471903206e-24	4.99789181384325e-22	0
DPH1	140.666560209522	4.40211620822269	0.432410668499807	10.1804061021326	2.42547024637012e-24	4.99789181384325e-22	0
KLHDC7B	602.375163960566	4.45658805122042	0.439727587925965	10.1348838999175	3.8683282258573e-24	7.86014539123235e-22	0
ARNTL2	245.028129612162	3.91058130138073	0.386530664310803	10.1171308319184	4.63812738378857e-24	9.33456265468762e-22	0
DST	1247.65701745537	-2.94425161994319	0.29185816562773	-10.0879535565184	6.24580142768607e-24	1.2451535449987e-21	0
SLC46A3	443.741677242077	-3.19662950905499	0.317050664196898	-10.0823933523438	6.6096193881602e-24	1.30536894308973e-21	0
CEACAM5	872.508459390752	10.2390731409868	1.0158658642697	10.0791585790193	6.83085573430854e-24	1.33657077201304e-21	0
SMCR5	47.808214656925	-7.3173939708678	0.727600682777337	-10.056881671601	8.56689453493854e-24	1.6608772047002e-21	0
APOBEC3B	367.399300586151	6.39527502882523	0.636230295884659	10.0518241117908	9.01824116807804e-24	1.73248611239841e-21	0
IGLV1-40	3991.38493500203	27.0925313056433	2.69907556752641	10.0377075883327	1.04064445996845e-23	1.98116204757237e-21	0
TFRC	5892.53297370685	-3.81469044783935	0.380423008660164	-10.0274966576668	1.15405391553786e-23	2.17745244135233e-21	0
PROS1	370.153779418374	-4.00317982182356	0.399500858499232	-10.0204536151986	1.23932819387833e-23	2.31765339761388e-21	0
NOL3	130.194485835592	3.59820111585515	0.359344637095931	10.0132317124148	1.33324709331379e-23	2.47141908560587e-21	0
AC016831.7	484.825963875001	3.45767693725761	0.346721364034432	9.97249461938042	2.01112923545539e-23	3.6955811307516e-21	0
NLRC5	861.293337067747	3.14698564759863	0.316052352378948	9.95716571609436	2.34657087887103e-23	4.2748048114054e-21	0
AMOTL1	141.502004899917	-4.26305738595898	0.428347334074411	-9.95233785024191	2.46327292114777e-23	4.44904986065767e-21	0
TM2D1	1289.20330939776	-1.45354816825784	0.146071363913259	-9.95094540995035	2.49798702142828e-23	4.47351370651037e-21	0
TRPC6	181.536133778524	-7.57638776208476	0.763719210098139	-9.92038390799569	3.39448010824616e-23	6.02791207121495e-21	0
PVALB	109.099361793885	-6.27130237691499	0.632463840699126	-9.91566943966739	3.55862763093645e-23	6.26674325807908e-21	0
ALOX5AP	18004.6182877088	-3.79249711725741	0.382918652179464	-9.90418485929479	3.9921212964914e-23	6.97202539152532e-21	0
ALDH2	8776.56071484467	-4.07298243028545	0.412203162454194	-9.88100723448006	5.03245001414359e-23	8.71686341794117e-21	0
AC114490.2	103.847277340703	-3.89636729065087	0.394531854096173	-9.87592573374589	5.29418338004351e-23	9.09566529976255e-21	0
DNAJC25-GNG10	435.243659419917	3.8170318609552	0.38773018471221	9.84455688893133	7.23573655580275e-23	1.23310955562277e-20	0
CD302	1956.36296999112	-3.89305703999466	0.396509177058417	-9.81832770902325	9.38880639070044e-23	1.58723405318625e-20	0
CCND1	573.219818651895	5.26159419425605	0.537798231037304	9.78358404806855	1.32435938432947e-22	2.22113988171827e-20	0
AC037459.2	75.9409028738924	-4.12967977814137	0.422175951877633	-9.78189250186935	1.34668536218919e-22	2.24079961210881e-20	0
LINC00881	56.450193125989	-5.38111207235901	0.550354220388409	-9.77754303139773	1.40581720669334e-22	2.32091634467529e-20	0
CHRM3	55.9177213555807	-6.04123356865678	0.617959332413704	-9.77610216688558	1.42596716253362e-22	2.33593318439229e-20	0
TREX1	368.495766476086	7.70636685637975	0.78874713844642	9.77038962266009	1.50870740100594e-22	2.45142913065158e-20	0
MYO10	177.740912015033	4.44699704309913	0.455184611317666	9.76965594295023	1.51967261080521e-22	2.45142913065158e-20	0
GPR85	121.498259400893	-5.78041819167901	0.592855190163193	-9.75013508794257	1.84222962855783e-22	2.94924215990031e-20	0
PHLDA2	2324.99419169561	3.4315780990722	0.352007120018725	9.74860422962371	1.87021869853336e-22	2.97153846145918e-20	0
MERTK	357.218319234053	4.4779621806582	0.459535390279451	9.7445425866658	1.94653497697694e-22	3.06971471145349e-20	0
WHRN	213.465976020986	6.14176700897667	0.630625858192063	9.73916138894853	2.05241058413015e-22	3.21270670102506e-20	0
DLEU7	158.060720627797	-4.56762431456607	0.469387198218484	-9.73103725858326	2.22314305389224e-22	3.45437198638609e-20	0
AL662899.2	587.089392204499	11.997992088574	1.23340526253237	9.72753437417668	2.30102655024008e-22	3.54929146420974e-20	0
KRT23	880.281650142859	8.93226422184162	0.919936385806117	9.70965423224835	2.74265914371656e-22	4.19984587137815e-20	0
ACOX1	746.780561187064	-1.90755385437476	0.196837109548337	-9.69102756462866	3.29199700818842e-22	5.00478278971494e-20	0
R3HDM2	570.431345481926	-2.85468277057056	0.294680898035122	-9.68736959064894	3.41202888826396e-22	5.15021389048528e-20	0
TACSTD2	5239.45059305304	8.12118924353893	0.839250312017904	9.67671876583785	3.78674421705557e-22	5.67528218402967e-20	0
HIST1H3H	137.364578074104	5.65455749529683	0.585086094111369	9.66448793127615	4.26748726901867e-22	6.3507423217537e-20	0
SYNC	220.785082887774	-4.99434042374656	0.517152168728022	-9.65739046600258	4.57365684024282e-22	6.75877736699379e-20	0
ACO1	942.030760248867	-4.41184907241805	0.457068602892208	-9.65248771081858	4.79774644218487e-22	7.04069290390629e-20	0
NRIP3	179.29266288999	3.66658436978756	0.38015571271665	9.64495402051334	5.16343290648567e-22	7.52508028826588e-20	0
PRKACB	859.581402018649	-2.37322890487744	0.246151768958936	-9.64132378538117	5.34936186836236e-22	7.69408568890367e-20	0
CEACAM6	1441.68846603306	8.00775542249862	0.830570686792996	9.64126900916551	5.35221747240601e-22	7.69408568890367e-20	0
AMIGO2	753.290037350202	-4.01226350290164	0.416531427951341	-9.63255887469396	5.82602593536161e-22	8.31862027473388e-20	0
AC026904.2	37.9180610050308	-5.24801225940678	0.544920561984743	-9.63078405463752	5.92754475306018e-22	8.40677018266226e-20	0
CLEC3B	23.5862547052363	-7.15232042748882	0.74320692061337	-9.62359233897606	6.35713495555323e-22	8.95593172538339e-20	0
IGHV3-30	3650.38120084239	27.9427149918198	2.91063671835009	9.60020699788986	7.9784031335787e-22	1.11655374184626e-19	0
ATP5PO	2389.05720702464	-2.83371611140756	0.295493041976931	-9.58978963582089	8.82647884759917e-22	1.22711283557543e-19	0
ENPP4	846.255610604099	-1.97099945896346	0.205664326343817	-9.58357481826218	9.3742870842031e-22	1.29475447492405e-19	0
IGFBP4	403.037008186599	6.26525387995888	0.653952861215204	9.58058944541738	9.64926480313539e-22	1.32407963519388e-19	0
CHMP4A	1192.82474739305	-2.30598290045089	0.240849567985229	-9.57437009225742	1.0248008403301e-21	1.39716718437778e-19	0
IFITM3	73449.0412586902	4.01844921804555	0.421631737892882	9.53070857077287	1.56213313117609e-21	2.11608957230854e-19	0
FFAR4	861.075745064651	-7.10689791296028	0.746524450252838	-9.51998010320126	1.73212222169019e-21	2.33141444514377e-19	0
AC007038.2	55.2933108738644	-3.53038208094622	0.37196385142285	-9.49119670484558	2.28396958054812e-21	3.05473703646474e-19	0
ALPK3	135.425941492267	-3.31578723836238	0.349444770594616	-9.48873045866512	2.33865029122251e-21	3.10819861346629e-19	0
AC090517.4	62.4005460800828	3.39148720204518	0.357572167713787	9.48476282068978	2.42934908174065e-21	3.20856279970897e-19	0
PDGFA	67.2846212511904	4.48712208993956	0.473179565681062	9.48291603311548	2.47274436634874e-21	3.24559217078768e-19	0
HIST1H2BJ	241.736309495401	4.87478877263426	0.514785973913223	9.46954466450945	2.81066193053356e-21	3.666352340496e-19	0
SMIM3	695.028542270551	3.40277878875377	0.359508238558435	9.46509265656422	2.93300910578261e-21	3.80247536339866e-19	0
CCDC88C	441.675299135551	3.71354708226587	0.392653069824221	9.45757812087987	3.15157978228359e-21	4.06092585117176e-19	0
CAT	2094.93019368596	-3.19281553361657	0.337648467678348	-9.45603442411628	3.19843638718916e-21	4.09632471115644e-19	0
AC005726.5	37.9152227244625	-5.06828755530763	0.537864254009417	-9.42298640879542	4.38436882331121e-21	5.58135433579594e-19	0
AC015912.3	1753.31084510972	4.63166667214259	0.491886032192107	9.41613782262002	4.67985854344702e-21	5.92184255928877e-19	0
OPN3	1161.83077362422	-2.45764295571634	0.261141811935534	-9.41114307778118	4.90770221408317e-21	6.17318828500033e-19	0
RNASEK-C17orf49	197.29583607779	-4.84375676467083	0.514832200453458	-9.40841843304383	5.03658119024867e-21	6.29781264570029e-19	0
LINC02413	24.918594965897	-3.78238661327444	0.402152026860706	-9.40536503769645	5.18499104370265e-21	6.44524886679555e-19	0
KCTD14	185.279989799563	7.64372130529025	0.813877944933211	9.39172925483011	5.90231337347444e-21	7.29401673732525e-19	0
RPL13A	33152.3911989481	-2.9982862548119	0.319407683378396	-9.38701982087227	6.17219049799466e-21	7.58318195369903e-19	0
LAMC2	181.129635206852	6.00810572022804	0.640805649288081	9.37586259875033	6.86124081313165e-21	8.38102548341607e-19	0
CDC42EP2	326.086903900657	4.25144103554133	0.453881132020235	9.36686003363496	7.47223770046357e-21	9.07490385552852e-19	0
IL10	348.234394043871	4.10065567993011	0.437979024748654	9.36267594614464	7.77423187455656e-21	9.33437886210962e-19	0
PDCL	712.789206496365	-2.22330751301786	0.237456968942776	-9.36299121022488	7.75106264673279e-21	9.33437886210962e-19	0
RPL23	11958.7297570191	-2.6648890283808	0.284759104391718	-9.35839798370395	8.09547953238555e-21	9.66517929256335e-19	0
ADAT3	97.5947942328281	3.44882316115675	0.369730180923933	9.32794599710077	1.07942385924349e-20	1.28148230300749e-18	0
RPS20	24747.2281417854	-3.55850989735836	0.381948725492659	-9.31672148602773	1.19990679294027e-20	1.41656035465999e-18	0
STK17A	1975.44317063746	2.44690353780943	0.262701206449315	9.31439779391165	1.2264629454311e-20	1.43986749793611e-18	0
EMD	1575.31663909227	1.75092395968491	0.188010100134834	9.3129249887597	1.24359485617239e-20	1.4519141713058e-18	0
ZFP14	217.530173109006	-2.43469137447933	0.261715304310418	-9.30282384858764	1.36764176125367e-20	1.5879673460886e-18	0
TNNI2	1227.40058612623	-3.97590681025377	0.427891543349061	-9.2918564810484	1.5162027964047e-20	1.75084139309421e-18	0
SLC47A1	406.459185526276	-4.31458528328832	0.464382251844666	-9.29102106325012	1.52815209328659e-20	1.75504945844197e-18	0
AC114760.2	171.814618792181	-5.7464973358138	0.618974417174116	-9.28390120232921	1.6338422351998e-20	1.86628941158066e-18	0
ITGA2	333.542197878119	6.69051758209801	0.72153395024552	9.27263031742496	1.81610983143637e-20	2.06333510526416e-18	0
FFAR2	683.253118778768	5.05091481666265	0.545097844270315	9.26607006385056	1.93130934909902e-20	2.18248284305671e-18	0
ZNF781	63.0364495639006	-5.64995367208479	0.609867764434798	-9.26422743022163	1.96494638523888e-20	2.2086833517483e-18	0
MTG1	519.525569277468	2.19512728224045	0.237075733796992	9.25918164243723	2.06005017090571e-20	2.30333228632696e-18	0
UBE2W	825.373051391551	-2.1823779261392	0.235909755925867	-9.25090154739087	2.22607034531673e-20	2.47585887038069e-18	0
QPRT	107.374716853812	-3.9844497499387	0.431128342553918	-9.24191095007955	2.42133583109211e-20	2.67893553835803e-18	0
DIABLO.1	214.253816808846	2.98979029384954	0.32363488046312	9.23815841349103	2.5077603646407e-20	2.76010375133267e-18	0
MYO1A	26.5822688037778	-4.65583560416448	0.504746879205936	-9.22409983294795	2.85952573670264e-20	3.13095843875648e-18	0
CATSPER1	458.850946147369	-3.50219270452577	0.379725671711682	-9.22295479454684	2.89023686950785e-20	3.14827244981649e-18	0
EMP1	4079.92709995438	4.23307956852174	0.45936931690107	9.21498108989587	3.11333177091012e-20	3.37389369142937e-18	0
AC007384.1	206.087148996017	3.73241426964338	0.405591623603049	9.20239485344077	3.5005933424367e-20	3.77421114859043e-18	0
LSAMP	323.438793351461	-7.21422535568729	0.784196512187952	-9.19951216763154	3.59578469980692e-20	3.85716356732588e-18	0
SFN	1224.33301368022	10.6735064210591	1.16099271315314	9.19343101824553	3.80506785033437e-20	4.06104514208414e-18	0
INO80B	84.6038548497794	-2.62316945587242	0.28573668215937	-9.18037346849761	4.29598873747133e-20	4.5619514572987e-18	0
CDH1	358.476447948324	6.56205402399138	0.714859770737162	9.17949826330918	4.3310467782092e-20	4.57618402585584e-18	0
KBTBD11	85.5332622096196	-3.54260935773162	0.386026371620868	-9.17711746701845	4.42785167120101e-20	4.65519211521491e-18	0
HTD2	74.7130758855529	5.01853479587729	0.54709899300868	9.17299220069606	4.60067752587727e-20	4.81294640974448e-18	0
HELZ2	1569.61149272363	3.46444267674373	0.377718613445813	9.17201999959353	4.64236860192952e-20	4.83263710817609e-18	0
MX1	17963.7199012885	3.48166290384461	0.380567874217413	9.14859907974151	5.76766184841373e-20	5.97461912650387e-18	0
PDF	134.623690916151	7.11423156734861	0.778122977812457	9.14281131672645	6.08494986548314e-20	6.27254441743364e-18	0
PEBP4	82.6389398074546	-6.18449009145855	0.676667520916233	-9.13962899103613	6.2666948777325e-20	6.42853379399239e-18	0
ATRIP	299.285469824839	2.38062966511048	0.260572941365146	9.13613536631364	6.47240066019741e-20	6.60747684788848e-18	0
ELF3	2537.66700469145	6.78961482875639	0.74400974090556	9.12570690337	7.12696000095335e-20	7.24071724712241e-18	0
RASA3	342.351740485016	1.69327007909045	0.185647339024435	9.12089603863148	7.45057411204258e-20	7.53327904955425e-18	0
MET	346.937900346025	9.00732655608256	0.988621898245468	9.1109923541731	8.16318360153191e-20	8.21449504131297e-18	0
HIST2H2AA4	1772.65603478793	9.07918385825339	0.999479731298606	9.08390993227743	1.04742957814867e-19	1.04901809694018e-17	0
EIF3E	5206.09763344201	-2.41255644415745	0.265885896890254	-9.07365329404157	1.15091902357761e-19	1.14722739652086e-17	0
JUP	758.571917914258	5.80563749840428	0.641173138023658	9.05471105090192	1.36929838641396e-19	1.35849828646478e-17	0
OLFML2B	401.372855627581	5.56044849836734	0.614165732818953	9.05366125336477	1.38253230359877e-19	1.36521834764716e-17	0
FRY	265.254658419161	-2.58958187199644	0.286116475847271	-9.05079605894057	1.4192980824176e-19	1.39500498035576e-17	0
PAQR5	186.360814351497	-2.88507782016108	0.318812821645219	-9.04944100200479	1.43702088990504e-19	1.40588543729043e-17	0
S100A14	1265.35547364364	9.82695396916903	1.08637878267126	9.04560557138814	1.48837874402359e-19	1.44942025892656e-17	0
CLN5	550.803809791015	-2.2964863757047	0.253923211628219	-9.04401909923498	1.5101487157758e-19	1.46387443402634e-17	0
IGHV1-46	1005.53306961926	26.1371435933862	2.89202910342442	9.03764888203838	1.60077604947968e-19	1.54463924555273e-17	0
ETV7	664.708149278168	4.70737266732033	0.521230528693687	9.03126813987277	1.69693728331235e-19	1.62998539413439e-17	0
AC020909.2	155.118374909276	-3.79270597361889	0.420110846784535	-9.02786967451016	1.7504613185586e-19	1.67378952867785e-17	0
IDO1	3089.13968249005	7.12959438697347	0.790374147495705	9.02053085815565	1.87180031599957e-19	1.78175154404067e-17	1
